threshold;sigma;mu;horizontal multiplyer;horizontal shift;vertical multiplyer;vertical shift;mean absolute error
1.5;1.211588600447409;-2.3025672007863247;0.0020685093604897674;0.0014809490275165848;6.195731430259091;12.144722351284349;0.41605000328543906
1.45;1.2017417649487354;-0.43685603415170887;0.013232168485954883;0.006233822915750591;28.890871689640015;9.92135008943138;0.43445838551231497
1.4;1.175895884179466;-0.4773568343268327;0.012267274320838855;0.005732358448583511;19.42928808801163;6.147466027891782;0.4779727777059805
1.35;1.1241911226545602;0.6527428258742588;0.03667872603354683;0.026275235512152325;35.1521899783175;2.2537662529420235;0.5763233380490022
